Time,Open,High,Low,Close,Volume
01.01.2013 01:00:00.000,1.31975,1.32991,1.31570,1.31833,174395.5469
02.01.2013 01:00:00.000,1.31836,1.31887,1.30222,1.30243,173935.4375
03.01.2013 01:00:00.000,1.30240,1.30892,1.29971,1.30678,163991.1094
04.01.2013 01:00:00.000,1.30678,1.30678,1.30678,1.30678,0.0000
05.01.2013 01:00:00.000,1.30745,1.30792,1.30655,1.30676,4326.2202
06.01.2013 01:00:00.000,1.30678,1.31275,1.30165,1.31236,164850.0000
07.01.2013 01:00:00.000,1.31236,1.31393,1.30566,1.30825,163429.7813
08.01.2013 01:00:00.000,1.30822,1.30956,1.30362,1.30531,159971.0781
09.01.2013 01:00:00.000,1.30530,1.32791,1.30385,1.32722,190490.7969
10.01.2013 01:00:00.000,1.32723,1.33653,1.32479,1.33424,182030.9063
11.01.2013 01:00:00.000,1.33424,1.33424,1.33424,1.33424,0.0000
12.01.2013 01:00:00.000,1.33605,1.33685,1.33498,1.33579,8424.2402
13.01.2013 01:00:00.000,1.33579,1.34037,1.33356,1.33769,156558.5938
14.01.2013 01:00:00.000,1.33771,1.33933,1.32720,1.33088,171061.6563
15.01.2013 01:00:00.000,1.33089,1.33246,1.32565,1.32845,161785.5781
16.01.2013 01:00:00.000,1.32845,1.33873,1.32696,1.33738,173479.5469
17.01.2013 01:00:00.000,1.33737,1.33980,1.32803,1.33180,167559.0625
18.01.2013 01:00:00.000,1.33180,1.33180,1.33180,1.33180,0.0000
19.01.2013 01:00:00.000,1.33107,1.33237,1.33066,1.33176,3996.7100
20.01.2013 01:00:00.000,1.33174,1.33319,1.32998,1.33095,90342.4922
21.01.2013 01:00:00.000,1.33096,1.33712,1.32668,1.33125,180520.5625
22.01.2013 01:00:00.000,1.33127,1.33542,1.32655,1.33067,149668.2813
23.01.2013 01:00:00.000,1.33068,1.33925,1.32859,1.33674,181504.3750
24.01.2013 01:00:00.000,1.33674,1.34788,1.33497,1.34587,185772.2031
25.01.2013 01:00:00.000,1.34587,1.34587,1.34587,1.34587,0.0000
