Time,Open,High,Low,Close,Volume,Day,Month,Year,Hour
10.02.2013 01:00:00.000,1.3365799999999999,1.34273,1.3357,1.34016,141411.2813,10,02,2013,01
11.02.2013 01:00:00.000,1.34016,1.34753,1.33635,1.34521,155198.1719,11,02,2013,01
12.02.2013 01:00:00.000,1.3451899999999999,1.35196,1.3426200000000001,1.3444399999999999,141698.9375,12,02,2013,01
13.02.2013 01:00:00.000,1.3444399999999999,1.34551,1.3315,1.3349799999999998,147314.9844,13,02,2013,01
14.02.2013 01:00:00.000,1.33499,1.3392899999999999,1.3306,1.33618,148092.4375,14,02,2013,01
15.02.2013 01:00:00.000,1.33618,1.33618,1.33618,1.33618,0.0,15,02,2013,01
16.02.2013 01:00:00.000,1.33503,1.3357,1.33369,1.33388,5324.4302,16,02,2013,01
17.02.2013 01:00:00.000,1.33388,1.3378700000000001,1.3321,1.33484,104324.9531,17,02,2013,01
18.02.2013 01:00:00.000,1.33484,1.33958,1.33285,1.33951,135726.2344,18,02,2013,01
19.02.2013 01:00:00.000,1.33948,1.34341,1.32705,1.3272700000000002,171492.6875,19,02,2013,01
20.02.2013 01:00:00.000,1.3272899999999999,1.32891,1.31606,1.3192,189748.9531,20,02,2013,01
21.02.2013 01:00:00.000,1.3192,1.3244200000000002,1.3145,1.31902,147175.125,21,02,2013,01
22.02.2013 01:00:00.000,1.31902,1.31902,1.31902,1.31902,0.0,22,02,2013,01
23.02.2013 01:00:00.000,1.32154,1.32175,1.31856,1.31911,8657.0596,23,02,2013,01
24.02.2013 01:00:00.000,1.31912,1.33171,1.30471,1.30659,217883.5,24,02,2013,01
25.02.2013 01:00:00.000,1.30661,1.31187,1.3018,1.30672,241403.0938,25,02,2013,01
26.02.2013 01:00:00.000,1.30673,1.31615,1.3041,1.31549,212532.5,26,02,2013,01
27.02.2013 01:00:00.000,1.31551,1.31579,1.30531,1.3060200000000002,184258.6875,27,02,2013,01
28.02.2013 01:00:00.000,1.3060100000000001,1.3101,1.29664,1.30178,187309.5156,28,02,2013,01
01.03.2013 01:00:00.000,1.30178,1.30178,1.30178,1.30178,0.0,01,03,2013,01
02.03.2013 01:00:00.000,1.30121,1.3030700000000002,1.30045,1.3015700000000001,5500.9199,02,03,2013,01
03.03.2013 01:00:00.000,1.30154,1.3040399999999999,1.29819,1.3034700000000001,144633.0938,03,03,2013,01
04.03.2013 01:00:00.000,1.30348,1.3075,1.3011,1.30471,152731.0313,04,03,2013,01
05.03.2013 01:00:00.000,1.30472,1.307,1.29646,1.29777,144382.6094,05,03,2013,01
06.03.2013 01:00:00.000,1.29777,1.3118100000000001,1.29746,1.31077,176545.7188,06,03,2013,01
07.03.2013 01:00:00.000,1.31077,1.3134299999999999,1.29548,1.30039,167831.7813,07,03,2013,01
08.03.2013 01:00:00.000,1.30039,1.30039,1.30039,1.30039,0.0,08,03,2013,01
09.03.2013 01:00:00.000,1.29857,1.30034,1.29793,1.29873,7975.73,09,03,2013,01
10.03.2013 01:00:00.000,1.29873,1.30529,1.29837,1.30322,133931.0469,10,03,2013,01
11.03.2013 01:00:00.000,1.30319,1.30742,1.29913,1.30302,167825.2656,11,03,2013,01
12.03.2013 01:00:00.000,1.30301,1.30646,1.29234,1.2959100000000001,166144.75,12,03,2013,01
13.03.2013 01:00:00.000,1.2959100000000001,1.3029899999999999,1.29112,1.30118,202150.6719,13,03,2013,01
14.03.2013 01:00:00.000,1.3011700000000002,1.3105799999999999,1.30023,1.30746,182510.0156,14,03,2013,01
15.03.2013 01:00:00.000,1.30746,1.30746,1.30746,1.30746,0.0,15,03,2013,01
16.03.2013 01:00:00.000,1.2905200000000001,1.2931,1.2888,1.2890700000000002,20235.0098,16,03,2013,01
17.03.2013 01:00:00.000,1.2890700000000002,1.2994,1.28817,1.29434,212480.2969,17,03,2013,01
18.03.2013 01:00:00.000,1.29435,1.29694,1.2846600000000001,1.2863799999999999,250997.6875,18,03,2013,01
19.03.2013 01:00:00.000,1.28639,1.29738,1.28634,1.2939,262743.8125,19,03,2013,01
20.03.2013 01:00:00.000,1.2939100000000001,1.29551,1.28799,1.2903,274952.5313,20,03,2013,01
21.03.2013 01:00:00.000,1.29031,1.30074,1.2888,1.29885,243585.625,21,03,2013,01
22.03.2013 01:00:00.000,1.29885,1.29885,1.29885,1.29885,0.0,22,03,2013,01
23.03.2013 01:00:00.000,1.29475,1.30474,1.2944799999999999,1.30185,16525.5293,23,03,2013,01
24.03.2013 01:00:00.000,1.30185,1.30479,1.28342,1.2857,289166.2813,24,03,2013,01
25.03.2013 01:00:00.000,1.2857,1.2888700000000002,1.2831299999999999,1.28605,242433.6875,25,03,2013,01
26.03.2013 01:00:00.000,1.28609,1.28665,1.27539,1.27742,248066.0156,26,03,2013,01
27.03.2013 01:00:00.000,1.27746,1.28437,1.27556,1.28142,226366.8281,27,03,2013,01
28.03.2013 01:00:00.000,1.2813700000000001,1.28368,1.27944,1.2818399999999999,58011.4414,28,03,2013,01
29.03.2013 01:00:00.000,1.2818399999999999,1.2818399999999999,1.2818399999999999,1.2818399999999999,0.0,29,03,2013,01
30.03.2013 01:00:00.000,1.28029,1.2812,1.28,1.28052,3477.8,30,03,2013,01
31.03.2013 01:00:00.000,1.28051,1.2866600000000001,1.2771299999999999,1.28485,108440.4922,31,03,2013,01
01.04.2013 02:00:00.000,1.28483,1.28777,1.28096,1.2819,216308.8594,01,04,2013,02
02.04.2013 02:00:00.000,1.2819,1.28639,1.27898,1.2848899999999999,211843.9375,02,04,2013,02
03.04.2013 02:00:00.000,1.2849,1.29487,1.27468,1.2925799999999998,272416.1563,03,04,2013,02
04.04.2013 02:00:00.000,1.29257,1.30389,1.29006,1.29936,249063.1563,04,04,2013,02
05.04.2013 02:00:00.000,1.29936,1.29936,1.29936,1.29936,0.0,05,04,2013,02
06.04.2013 02:00:00.000,1.29732,1.3006,1.2972,1.2990899999999999,13558.2197,06,04,2013,02
07.04.2013 02:00:00.000,1.2991,1.30365,1.29685,1.30293,214353.1875,07,04,2013,02
08.04.2013 02:00:00.000,1.30293,1.31025,1.30056,1.30805,238262.6875,08,04,2013,02
09.04.2013 02:00:00.000,1.308,1.31217,1.3051,1.3052,214647.0938,09,04,2013,02
10.04.2013 02:00:00.000,1.30522,1.3138,1.30436,1.31162,229108.8125,10,04,2013,02
11.04.2013 02:00:00.000,1.3116,1.3126200000000001,1.3038399999999999,1.31113,216871.7969,11,04,2013,02
12.04.2013 02:00:00.000,1.31113,1.31113,1.31113,1.31113,0.0,12,04,2013,02
13.04.2013 02:00:00.000,1.31141,1.3114700000000001,1.30958,1.30966,10062.9297,13,04,2013,02
14.04.2013 02:00:00.000,1.30968,1.31075,1.3022,1.30531,269902.25,14,04,2013,02
15.04.2013 02:00:00.000,1.3053,1.32015,1.30292,1.31779,283609.875,15,04,2013,02
16.04.2013 02:00:00.000,1.3178,1.31995,1.30011,1.30335,278089.9375,16,04,2013,02
17.04.2013 02:00:00.000,1.30335,1.3096,1.30208,1.30524,272315.8125,17,04,2013,02
18.04.2013 02:00:00.000,1.30523,1.31271,1.3048,1.3051,218212.4375,18,04,2013,02
19.04.2013 02:00:00.000,1.3051,1.3051,1.3051,1.3051,0.0,19,04,2013,02
20.04.2013 02:00:00.000,1.30762,1.30769,1.3053,1.30575,6088.6899,20,04,2013,02
21.04.2013 02:00:00.000,1.3057299999999998,1.30836,1.30154,1.30593,188835.0313,21,04,2013,02
22.04.2013 02:00:00.000,1.30592,1.30824,1.2973,1.2994,240504.5625,22,04,2013,02
23.04.2013 02:00:00.000,1.29938,1.3033,1.29611,1.30155,213278.9375,23,04,2013,02
24.04.2013 02:00:00.000,1.3015700000000001,1.3093299999999999,1.29894,1.3003799999999999,228252.3438,24,04,2013,02
25.04.2013 02:00:00.000,1.30037,1.30475,1.29912,1.30274,219266.3906,25,04,2013,02
26.04.2013 02:00:00.000,1.30274,1.30274,1.30274,1.30274,0.0,26,04,2013,02
27.04.2013 02:00:00.000,1.30504,1.3067600000000001,1.3039,1.30406,8061.0898,27,04,2013,02
28.04.2013 02:00:00.000,1.3040200000000002,1.31158,1.30318,1.3094299999999999,200207.0313,28,04,2013,02
29.04.2013 02:00:00.000,1.30941,1.3185799999999999,1.3055700000000001,1.3167799999999998,221584.0625,29,04,2013,02
30.04.2013 02:00:00.000,1.31679,1.32427,1.31606,1.31792,179806.4375,30,04,2013,02
01.05.2013 02:00:00.000,1.3179299999999998,1.32148,1.3038399999999999,1.3065799999999999,242076.4063,01,05,2013,02
02.05.2013 02:00:00.000,1.3065799999999999,1.31565,1.30351,1.31131,203871.6719,02,05,2013,02
03.05.2013 02:00:00.000,1.31131,1.31131,1.31131,1.31131,0.0,03,05,2013,02
04.05.2013 02:00:00.000,1.31188,1.3126,1.31104,1.31206,3958.3201,04,05,2013,02
05.05.2013 02:00:00.000,1.31207,1.31396,1.30534,1.3072700000000002,120991.3125,05,05,2013,02
06.05.2013 02:00:00.000,1.30722,1.31315,1.30677,1.3075,173601.0938,06,05,2013,02
07.05.2013 02:00:00.000,1.3075,1.31944,1.30726,1.31602,196316.2656,07,05,2013,02
08.05.2013 02:00:00.000,1.31602,1.3177,1.30098,1.30315,206555.2344,08,05,2013,02
09.05.2013 02:00:00.000,1.30316,1.30506,1.2935,1.2989899999999999,245450.0,09,05,2013,02
10.05.2013 02:00:00.000,1.2989899999999999,1.2989899999999999,1.2989899999999999,1.2989899999999999,0.0,10,05,2013,02
11.05.2013 02:00:00.000,1.29724,1.2978100000000001,1.29596,1.2967,6154.4502,11,05,2013,02
12.05.2013 02:00:00.000,1.2967,1.2997,1.29415,1.2987,202554.1719,12,05,2013,02
13.05.2013 02:00:00.000,1.2986799999999998,1.3028899999999999,1.2918100000000001,1.2936299999999998,238229.8594,13,05,2013,02
14.05.2013 02:00:00.000,1.29362,1.29424,1.2843,1.28824,233519.2031,14,05,2013,02
15.05.2013 02:00:00.000,1.28824,1.2929700000000002,1.28463,1.2882799999999999,228658.2656,15,05,2013,02
16.05.2013 02:00:00.000,1.2883,1.2888700000000002,1.2796,1.28387,191829.3438,16,05,2013,02
17.05.2013 02:00:00.000,1.28387,1.28387,1.28387,1.28387,0.0,17,05,2013,02
18.05.2013 02:00:00.000,1.28421,1.28482,1.2827600000000001,1.28306,6912.79,18,05,2013,02
19.05.2013 02:00:00.000,1.2830700000000002,1.29035,1.2819200000000002,1.28903,169980.1406,19,05,2013,02
20.05.2013 02:00:00.000,1.28903,1.2932700000000001,1.2841,1.29198,213530.7344,20,05,2013,02
21.05.2013 02:00:00.000,1.29197,1.29978,1.28335,1.28421,271095.6875,21,05,2013,02
22.05.2013 02:00:00.000,1.2842200000000001,1.29539,1.28214,1.2922799999999999,278910.3438,22,05,2013,02
23.05.2013 02:00:00.000,1.29229,1.29928,1.29043,1.2932299999999999,214425.625,23,05,2013,02
24.05.2013 02:00:00.000,1.2932299999999999,1.2932299999999999,1.2932299999999999,1.2932299999999999,0.0,24,05,2013,02
25.05.2013 02:00:00.000,1.2934700000000001,1.29436,1.29328,1.29357,5845.1602,25,05,2013,02
26.05.2013 02:00:00.000,1.29357,1.29485,1.29159,1.29339,83768.2422,26,05,2013,02
27.05.2013 02:00:00.000,1.29339,1.2946799999999998,1.2841,1.28445,231547.5469,27,05,2013,02
28.05.2013 02:00:00.000,1.28446,1.2975,1.2838,1.29465,262892.4375,28,05,2013,02
29.05.2013 02:00:00.000,1.29465,1.3061399999999999,1.2933299999999999,1.30419,257539.6563,29,05,2013,02
30.05.2013 02:00:00.000,1.30419,1.30484,1.2944,1.2995299999999999,214483.0156,30,05,2013,02
31.05.2013 02:00:00.000,1.2995299999999999,1.2995299999999999,1.2995299999999999,1.2995299999999999,0.0,31,05,2013,02
01.06.2013 02:00:00.000,1.2993299999999999,1.30001,1.2983,1.29942,5804.2998,01,06,2013,02
02.06.2013 02:00:00.000,1.29944,1.31074,1.29556,1.30704,214226.5156,02,06,2013,02
03.06.2013 02:00:00.000,1.30702,1.3101200000000002,1.30418,1.30715,240402.25,03,06,2013,02
04.06.2013 02:00:00.000,1.30714,1.31142,1.30529,1.30865,278373.4688,04,06,2013,02
05.06.2013 02:00:00.000,1.30864,1.33054,1.30749,1.32423,319307.75,05,06,2013,02
06.06.2013 02:00:00.000,1.32423,1.32846,1.31918,1.32187,297733.0,06,06,2013,02
07.06.2013 02:00:00.000,1.32187,1.32187,1.32187,1.32187,0.0,07,06,2013,02
08.06.2013 02:00:00.000,1.3190600000000001,1.32149,1.31851,1.3202399999999999,10306.9199,08,06,2013,02
09.06.2013 02:00:00.000,1.3202399999999999,1.32689,1.31775,1.32528,237372.0469,09,06,2013,02
10.06.2013 02:00:00.000,1.32528,1.3317299999999999,1.3232,1.33121,319573.125,10,06,2013,02
11.06.2013 02:00:00.000,1.33122,1.33591,1.32655,1.33438,286381.0313,11,06,2013,02
12.06.2013 02:00:00.000,1.33438,1.33902,1.32785,1.33586,313418.6875,12,06,2013,02
13.06.2013 02:00:00.000,1.3358700000000001,1.33728,1.32948,1.33466,227949.8438,13,06,2013,02
14.06.2013 02:00:00.000,1.33466,1.33466,1.33466,1.33466,0.0,14,06,2013,02
15.06.2013 02:00:00.000,1.33476,1.33572,1.33431,1.33546,5692.9302,15,06,2013,02
16.06.2013 02:00:00.000,1.33545,1.33815,1.33184,1.33619,169698.6406,16,06,2013,02
17.06.2013 02:00:00.000,1.3362,1.34155,1.33255,1.3392899999999999,217458.3125,17,06,2013,02
18.06.2013 02:00:00.000,1.3392899999999999,1.34155,1.3262,1.32817,186733.1719,18,06,2013,02
19.06.2013 02:00:00.000,1.32817,1.33002,1.3161200000000002,1.32276,260295.125,19,06,2013,02
20.06.2013 02:00:00.000,1.32277,1.32541,1.30985,1.31215,190081.7813,20,06,2013,02
21.06.2013 02:00:00.000,1.31215,1.31215,1.31215,1.31215,0.0,21,06,2013,02
22.06.2013 02:00:00.000,1.30912,1.31141,1.3088799999999998,1.31066,6891.7598,22,06,2013,02
23.06.2013 02:00:00.000,1.31066,1.3143799999999999,1.3059,1.3135,198955.0625,23,06,2013,02
24.06.2013 02:00:00.000,1.3135,1.3150600000000001,1.3065,1.3075299999999999,193152.125,24,06,2013,02
25.06.2013 02:00:00.000,1.30755,1.3087,1.29849,1.30162,189861.0625,25,06,2013,02
26.06.2013 02:00:00.000,1.30162,1.30546,1.3,1.30361,187477.4063,26,06,2013,02
27.06.2013 02:00:00.000,1.3036299999999998,1.31029,1.29913,1.3009600000000001,184072.0938,27,06,2013,02
28.06.2013 02:00:00.000,1.3009600000000001,1.3009600000000001,1.3009600000000001,1.3009600000000001,0.0,28,06,2013,02
29.06.2013 02:00:00.000,1.30146,1.3016,1.30055,1.3008,3737.47,29,06,2013,02
30.06.2013 02:00:00.000,1.30077,1.30708,1.30074,1.30679,139494.4844,30,06,2013,02
01.07.2013 02:00:00.000,1.3067799999999998,1.30779,1.29634,1.29748,167329.875,01,07,2013,02
02.07.2013 02:00:00.000,1.29745,1.30288,1.29229,1.30208,190912.875,02,07,2013,02
03.07.2013 02:00:00.000,1.30208,1.30208,1.2883,1.28924,145500.5469,03,07,2013,02
04.07.2013 02:00:00.000,1.28924,1.29053,1.28063,1.28303,169714.0469,04,07,2013,02
05.07.2013 02:00:00.000,1.28303,1.28303,1.28303,1.28303,0.0,05,07,2013,02
06.07.2013 02:00:00.000,1.28106,1.2832700000000001,1.28106,1.28128,6462.21,06,07,2013,02
07.07.2013 02:00:00.000,1.28128,1.28819,1.2811700000000001,1.28606,145136.8906,07,07,2013,02
08.07.2013 02:00:00.000,1.28606,1.2898,1.27552,1.27766,185252.0,08,07,2013,02
09.07.2013 02:00:00.000,1.27769,1.3206,1.2764799999999998,1.31164,234587.25,09,07,2013,02
10.07.2013 02:00:00.000,1.31175,1.3147,1.30056,1.30867,255964.625,10,07,2013,02
11.07.2013 02:00:00.000,1.30865,1.3100100000000001,1.2999,1.30679,166714.2656,11,07,2013,02
12.07.2013 02:00:00.000,1.30679,1.30679,1.30679,1.30679,0.0,12,07,2013,02
13.07.2013 02:00:00.000,1.3076299999999998,1.308,1.30567,1.30607,3171.6399,13,07,2013,02
14.07.2013 02:00:00.000,1.30609,1.3079100000000001,1.2993,1.3058,169996.4844,14,07,2013,02
15.07.2013 02:00:00.000,1.3058,1.31745,1.3053,1.3148,204918.3281,15,07,2013,02
16.07.2013 02:00:00.000,1.3147799999999998,1.31768,1.30829,1.3116299999999999,210135.0156,16,07,2013,02
17.07.2013 02:00:00.000,1.3116299999999999,1.31255,1.3066,1.3108600000000001,176920.4063,17,07,2013,02
18.07.2013 02:00:00.000,1.31087,1.31532,1.30893,1.31427,160357.3594,18,07,2013,02
19.07.2013 02:00:00.000,1.31427,1.31427,1.31427,1.31427,0.0,19,07,2013,02
